NESO; €€€€; Creative; 48.8761115, 2.347325; 3 rue Papillon, Paris, 75009, France; http://www.neso.paris
Alluma; €€€; ean Cuisine, Israeli; 48.8681868, 2.3750271; 151 rue Saint-Maur, Paris, 75011, France; https://alluma-paris.com/
ES; €€€€; rn Cuisine, Creative; 48.8563832, 2.321247; 91 rue de Grenelle, Paris, 75007, France; https://www.es-restaurant.fr
L'Assaggio; €€€; Italian; N/A, N/A; Castille Paris, 37 rue Cambon, Paris, 75001, France; http://collezione.starhotels.com/fr/nos-hotels/castille/restaurant-et-bar/restaurant-lassaggio.html
Toyo; €€€€; Creative; 48.8426269, 2.3301536; 17 rue Jules-Chaplain, Paris, 75006, France; https://www.restaurant-toyo.fr/
Louis; €€€€; Modern Cuisine; 48.8750657, 2.3388038; 23 rue de la Victoire, Paris, 75009, France; http://www.stephanepitre.fr
Septime; €€€€; Modern Cuisine; 48.8536035, 2.3808315; 80 rue de Charonne, Paris, 75011, France; https://www.septime-charonne.fr/
Clamato; €€; food, Modern Cuisine; 48.8536035, 2.3808315; 80 rue de Charonne, Paris, 75011, France; https://www.clamato-charonne.fr/
Double Dragon; €€; Asian; 48.8625334, 2.3799298; 52 rue Saint-Maur, Paris, 75011, France; https://www.doubledragonparis.com/
Le Baudelaire; €€€€; Modern Cuisine; N/A, N/A; Le Burgundy, 6-8 rue Duphot, Paris, 75001, France; https://www.lebaudelaire.com
Maison; €€€€; Modern Cuisine; 48.8637658, 2.379208; 3 rue Saint-Hubert, Paris, 75011, France; https://www.maison-sota.com/
Tadam; €€; Modern Cuisine; 48.8370478, 2.3560076; 14 rue du Jura, Paris, 75013, France; https://www.tadam-paris.fr/
Towa; €€€; Modern Cuisine; 48.8496627, 2.3792512; 75 rue Crozatier, Paris, 75012, France; https://www.towarestaurantparis.fr/
Mâche; €€€; Creative; 48.8770974, 2.3510171; 61 rue de Chabrol, Paris, 75010, France; https://mache.restaurant/
Brion; €€€; Modern Cuisine; 48.8764778, 2.3419178; 17 rue Lamartine, Paris, 75009, France; http://www.brion-restaurant.fr
Le Servan; €€; Modern Cuisine; 48.8610499, 2.3813498; 32 rue Saint-Maur, Paris, 75011, France; https://leservan.fr
Sourire Le Restaurant; €€€; Modern Cuisine; 48.8371975, 2.3420414; 15 rue de la Santé, Paris, 75013, France; https://www.sourire-restaurant.com/
Mamagoto; €€; Modern Cuisine; 48.8772765, 2.3545051; 5 rue des Petits-Hôtels, Paris, 75010, France; https://mamagoto.paris/
Chez Monsieur; €€€; Traditional Cuisine; 48.8688448, 2.3250747; 11 rue du Chevalier-de-Saint-George, Paris, 75008, France; https://www.chezmonsieur.fr/
Automne; €€€€; Modern Cuisine; 48.8547698, 2.3821392; 11 rue Richard-Lenoir, Paris, 75011, France; https://www.automne-akishige.com
jjii; €€€; tive, Modern Cuisine; 48.8778723, 2.3492219; 92 rue du Faubourg-Poissonnière, Paris, 75010, France; http://www.restaurantjjii.fr
Le Sirocco; €€; Moroccan; 48.8358477, 2.351771; 8 bis rue des Gobelins, Paris, 75013, France; https://restaurantlesirocco.fr/
Jeanne-Aimée; €€€; Modern Cuisine; 48.8762822, 2.3385097; 3 rue Bourdaloue, Paris, 75009, France; http://www.restaurantjeanneaimee.com
Marie Akaneya; €€€€; Japanese, Barbecue; 48.8708046, 2.3269381; 12 rue Godot-de-Mauroy, Paris, 75009, France; http://www.marieakaneya.com
Montée; €€€; Modern Cuisine; 48.8407933, 2.3306715; 9 rue Léopold-Robert, Paris, 75014, France; https://restaurant-montee.fr/
Dame Augustine; €€; Modern Cuisine; 48.83650508380154, 2.3520454415097234; 32 avenue des Gobelins, Paris, 75013, France; http://www.dameaugustine.com
Café des Ministères; €€; Traditional Cuisine; 48.8606285, 2.3192994; 83 rue de l'Université, Paris, 75007, France; https://www.cafedesministeres.fr/
Nous 4; €€; Traditional Cuisine; 48.8468899, 2.3791078; 3 rue Beccaria, Paris, 75012, France; https://www.nous4restaurant.com/
Vaisseau; €€€€; Creative; 48.8531577, 2.3826798; 35 rue Faidherbe, Paris, 75011, France; http://www.restaurant-vaisseau.com
Caillebotte; €€; Modern Cuisine; 48.8771146, 2.3408373; 8 rue Hippolyte-Lebas, Paris, 75009, France; http://www.lapantruchoise.com
Simone, Le Resto...; €€; le, Seasonal Cuisine; 48.8353427, 2.3479328; 33 boulevard Arago, Paris, 75013, France; http://www.simonelerestolacave.com/
Hémicycle; €€€€; Modern Cuisine; 48.8600405, 2.3182935; 5 rue de Bourgogne, Paris, 75007, France; http://www.hemicycle.paris
Capsule; €€; Traditional Cuisine; 48.8368287, 2.3381251; 2 rue Cassini, Paris, 75014, France; http://www.capsule.restaurant
Jouvence; €€; Modern Cuisine; 48.853291955048604, 2.3702177752245874; 172 bis rue du Faubourg-Saint-Antoine, Paris, 75012, France; https://www.jouvence.paris/
Anicia, table nature; €€€; Modern Cuisine; 48.8467029, 2.3212725; 97 rue du Cherche-Midi, Paris, 75006, France; https://www.anicia-paris.com/
Mieux; €€; Modern Cuisine; 48.8766497, 2.3368624; 21 rue Saint-Lazare, Paris, 75009, France; https://www.mieux-restaurant.com/
Osteria Ferrara; €€; Italian; 48.8512398, 2.3832978; 7 rue du Dahomey, Paris, 75011, France; https://www.osteriaferrara.com/
Le Petit Lucas; €€€; Traditional Cuisine; 48.8695227, 2.3230867; 9 place de la Madeleine, Paris, 75008, France; https://www.lucascarton.com/
Nonos par Paul Pairet; €€€; Modern Cuisine; 48.86762185, 2.3213665307395894; Le Crillon, 10 place de la Concorde, Paris, 75008, France; https://www.rosewoodhotels.com/fr/hotel-de-crillon/dining/nonos-comestibles-paul-pairet
L'Écrin; €€€€; Creative; 48.86762185, 2.3213665307395894; Hôtel de Crillon, 10 place de la Concorde, Paris, 75008, France; https://www.rosewoodhotels.com/fr/hotel-de-crillon/dining/l-ecrin
L'Inconnu; €€€; Italian, Creative; 48.8501305, 2.3186274; 4 rue Pierre-Leroux, Paris, 75007, France; https://restaurant-linconnu.fr/
Aida; €€€€; Japanese; 48.8501982, 2.318677; 1 rue Pierre-Leroux, Paris, 75007, France; NONE
Plume; €€€; Modern Cuisine; 48.8487978, 2.3192074; 24 rue Pierre-Leroux, Paris, 75007, France; https://www.restaurantplume.com/
Alleudium; €€€; Modern Cuisine; 48.8784637, 2.3428605; 24 rue Rodier, Paris, 75009, France; https://www.alleudium.com/
Auguste; €€€€; Modern Cuisine; 48.8562753, 2.3170116; 54 rue de Bourgogne, Paris, 75007, France; https://www.restaurantauguste.fr/
La Condesa; €€€€; Creative; 48.8782323, 2.3426215; 13 rue Rodier, Paris, 75009, France; http://www.lacondesa-paris.com
Nakatani; €€€€; Modern Cuisine; 48.8484024, 2.3195757; 27 rue Pierre-Leroux, Paris, 75007, France; http://www.restaurant-nakatani.com
Arpège; €€€€; Creative; 48.855754, 2.3170135; 84 rue de Varenne, Paris, 75007, France; https://www.alain-passard.com/
Lucas Carton; €€€€; Modern Cuisine; 48.8695227, 2.3230867; 9 place de la Madeleine, Paris, 75008, France; https://www.lucascarton.com/
Akrame; €€€€; Creative; 48.8713967, 2.325251; 7 rue Tronchet, Paris, 75008, France; https://www.akrame.com/
Aux 2 K; €€; Modern Cuisine; 48.8788094, 2.3449039; 5 rue Louise-Émilie-de-la-Tour-d'Auvergne, Paris, 75009, France; https://aux2k.fr/
Maison Brut; €€€; Modern Cuisine; 48.8793397, 2.3492016; 18 rue d'Abbeville, Paris, 75009, France; http://www.maisonbrutparis.fr
Le Duc; €€€€; Seafood; 48.8386436, 2.3311131; 243 boulevard Raspail, Paris, 75014, France; https://restaurantleduc.com/
LAZU; €€; Modern Cuisine; 48.8790663, 2.3454394; 47 rue Marguerite-de-Rochechouart, Paris, 75009, France; https://www.lazu.fr/
Mansouria; €€; Moroccan; 48.8514222, 2.3837278; 11 rue Faidherbe, Paris, 75011, France; http://www.mansouria.fr
Chez Michel; €€; Traditional Cuisine; 48.8795224, 2.3522417; 10 rue de Belzunce, Paris, 75010, France; https://www.restaurantchezmichel.fr/
ASPIC; €€€€; Modern Cuisine; 48.879171, 2.3436787; 24 rue Louise-Émilie-de-la-Tour-d'Auvergne, Paris, 75009, France; https://www.aspic-restaurant.fr/
Bistrot Paul Bert; €€; Traditional Cuisine; 48.8522292, 2.3848682; 18 rue Paul-Bert, Paris, 75011, France; https://bistrotpaulbert.fr/fr
Le Chardenoux; €€€; ine, Classic Cuisine; 48.8527745, 2.3850435; 1 rue Jules-Vallès, Paris, 75011, France; https://restaurantlechardenoux.com/
Le 6; €€; Modern Cuisine; 48.8513485, 2.3846064; 6 rue Paul-Bert, Paris, 75011, France; NONE
Chenapan; €€€; Modern Cuisine; 48.8792399, 2.3433739; 28 rue Louise-Émilie-de-la-Tour-d'Auvergne, Paris, 75009, France; https://www.chenapan-restaurant.fr/
Le Grand Bain; €€; Modern Cuisine; 48.8716321, 2.3785781; 14 rue Dénoyez, Paris, 75020, France; https://www.legrandbainparis.com/fr/
La Contre Allée; €€; Modern Cuisine; 48.8356166, 2.3339028; 83 avenue Denfert-Rochereau, Paris, 75014, France; https://www.contreallee.net/
Contraste; €€€€; Modern Cuisine; 48.8704774, 2.3212791; 18 rue d'Anjou, Paris, 75008, France; https://www.contraste.paris/
Braise; €€€; Modern Cuisine; 48.87356216977936, 2.3224646000121956; 19 rue d'Anjou, Paris, 75008, France; http://www.braise.paris
Le Tire-Bouchon Rodier; €€; ine, Classic Cuisine; 48.8803735, 2.3437236; 47 rue Rodier, Paris, 75009, France; http://www.letirebouchonrodier.com
L'Évadé; €€; Modern Cuisine; 48.879227, 2.3376908; 23 rue Clauzel, Paris, 75009, France; http://www.levade.fr
Pétrelle; €€€; isine, Farm to table; 48.8809219, 2.3467523; 34 rue Pétrelle, Paris, 75009, France; https://www.petrelle.fr
CoDa; €€; Modern Cuisine; 48.8777341, 2.3322495; 15 rue de la Tour-des-Dames, Paris, 75009, France; NONE
Le Clos Y; €€€; Creative; 48.843018, 2.320929; 27 avenue du Maine, Paris, 75015, France; https://www.le-clos-y.com/
Les Affranchis; €€€; Modern Cuisine; 48.879532, 2.3370205; 5 rue Henri-Monnier, Paris, 75009, France; https://lesaffranchisrestaurant.com/fr
Alléno Paris au Pavillon Ledoyen; €€€€; Creative; 48.866109250553166, 2.31568344783491; 8 avenue Dutuit, Paris, 75008, France; https://www.yannick-alleno.com
L'Abysse au Pavillon Ledoyen; €€€€; Japanese, Creative; 48.866109250553166, 2.31568344783491; 8 avenue Dutuit, Paris, 75008, France; https://www.yannick-alleno.com/fr/
Pavyllon; €€€€; Modern Cuisine; 48.866109250553166, 2.31568344783491; 8 avenue Dutuit, Paris, 75008, France; https://www.yannick-alleno.com/fr/
Le Grand Restaurant - Jean-François Piège; €€€€; Creative; 48.8701168, 2.3192755; 7 rue d'Aguesseau, Paris, 75008, France; https://xn--jeanfranoispiege-jpb.com/le-grand-restaurant
Le Pantruche; €€; Modern Cuisine; 48.8804751, 2.3398084; 3 rue Victor-Massé, Paris, 75009, France; https://www.lapantruchoise.com/
Le Comptoir Boutary; €€€; Modern Cuisine; 48.8791711, 2.3348244; 32 rue Catherine-de-la-Rochefoucauld, Paris, 75009, France; http://www.comptoir-boutary.com
Les Canailles Pigalle; €€; Traditional Cuisine; 48.8792957, 2.3345866; 25 rue La Bruyère, Paris, 75009, France; http://www.restaurantlescanailles.fr
Benjamin Schmitt Restaurant; €€€; sine, Modern Cuisine; 48.8798232, 2.3349931; 41 rue Catherine-de-La-Rochefoucauld, Paris, 75009, France; http://www.schmittrestaurant.fr
BRU; €€; dern Cuisine, Creole; 48.8794062, 2.33375; 28 rue Jean-Baptiste-Pigalle, Paris, 75009, France; http://www.bruparis.com
Marso & Co; €€; editerranean Cuisine; 48.8317133, 2.3463715; 16 rue Vulpian, Paris, 75013, France; https://www.tomygousset.com/marso-and-co/
Minore; €€€; Modern Cuisine; 48.8819586, 2.3459074; 4 avenue Trudaine, Paris, 75009, France; NONE
Lazare; €€; Traditional Cuisine; N/A, N/A; Parvis de la gare Saint-Lazare, rue Intérieure, Paris, 75008, France; https://lazare-paris.fr/
Lao Siam; €€; Asian; 48.8731549, 2.3809371; 49 rue de Belleville, Paris, 75019, France; NONE
Frenchie Pigalle; €€€; Modern Cuisine; 48.8808688, 2.3375564; 29 rue Victor-Massé, Paris, 75009, France; http://www.frenchie-pigalle.com
Bloom Garden; €€€; rn Cuisine, Creative; N/A, N/A; Bloom House, 23 rue du Château-Landon, Paris, 75010, France; https://bloomhouse-hotel.com/restaurant/
Dilia; €€€; Creative; 48.8686397, 2.3862179; 1 rue d'Eupatoria, Paris, 75020, France; http://www.dilia.fr
Divellec; €€€€; Seafood; 48.8609713, 2.3113734; 18 rue Fabert, Paris, 75007, France; https://www.divellec-paris.fr/
À Table; €€; Modern Cuisine; 48.8465511, 2.3138238; 28 rue du Général-Bertrand, Paris, 75007, France; http://www.atable-restaurant.fr
Le Baratin; €€; Traditional Cuisine; 48.8731152, 2.3828077; 3 rue Jouye-Rouve, Paris, 75020, France; NONE
Clutch; €€; Creative; 48.8504211, 2.3902301; 62 rue de Montreuil, Paris, 75011, France; http://www.restaurant-clutch.fr
Le Cadoret; €€; Traditional Cuisine; 48.8747861, 2.3810834; 1 rue Pradier, Paris, 75019, France; NONE
Adami; €€; Italian; 48.8816399, 2.334038; 19 bis rue Pierre-Fontaine, Paris, 75009, France; http://www.adamiparis.com
Petrossian; €€€; Seafood; 48.8609742, 2.3104452; 13 boulevard de la Tour-Maubourg, Paris, 75007, France; https://restaurant.petrossian.fr/
Bistrot Augustin; €€; Traditional Cuisine; 48.8356224, 2.3249424; 79 rue Daguerre, Paris, 75014, France; https://www.augustin-bistrot.fr/
Tosca; €€€€; Italian; 48.8709971, 2.3153969; 18 rue du Cirque, Paris, 75008, France; https://www.robertonaldicollection.com/fr/splendide-royal-paris/restaurant-romantique-paris
Gemellus; €€€; Modern Cuisine; 48.8515887, 2.3106463; 37 avenue Duquesne, Paris, 75007, France; https://gemellus-restaurant.fr
David Toutain; €€€€; Creative; 48.8602544, 2.3096611; 29 rue Surcouf, Paris, 75007, France; https://www.davidtoutain.com/
Penati al Baretto; €€€; Italian; 48.8543663, 2.3094091; 94 boulevard de la Tour-Maubourg, Paris, 75007, France; http://www.penatialbaretto.eu
Le Gentil; €€; Modern Cuisine; 48.8602661, 2.3094984; 26 rue Surcouf, Paris, 75007, France; NONE
Perception; €€€; rn Cuisine, Creative; 48.8811772, 2.3314693; 53 rue Blanche, Paris, 75009, France; https://www.restaurant-perception.com/
Tomy & Co; €€€; rn Cuisine, Creative; 48.8605426, 2.3094173; 22 rue Surcouf, Paris, 75007, France; https://www.tomygousset.com/
Maison Dubois; €€€€; Modern Cuisine; 48.8763002, 2.3213256; 2 rue de Vienne, Paris, 75008, France; https://maisonduboisparis.fr/
MoSuke; €€€€; Modern Cuisine; 48.8362707, 2.3224104; 11 rue Raymond-Losserand, Paris, 75014, France; http://www.mosuke-restaurant.com
Le Gabriel - La Réserve Paris; €€€€; Creative; N/A, N/A; La Réserve Paris, 42 avenue Gabriel, Paris, 75008, France; https://www.lareserve-paris.com/
Le Cornichon; €€; Modern Cuisine; 48.8341785, 2.3261353; 34 rue Gassendi, Paris, 75014, France; https://lecornichon.fr/
Kwon; €€; Korean; 48.832501, 2.3295562; 7 rue Ernest-Cresson, Paris, 75014, France; NONE
Épicure; €€€€; Modern Cuisine; 48.87182675, 2.3150084014627343; Le Bristol, 112 rue du Faubourg-Saint-Honoré, Paris, 75008, France; https://www.oetkercollection.com/fr/hotels/le-bristol-paris/restaurants-et-bar/epicure/
L'Escudella; €€; Modern Cuisine; 48.8505602, 2.3091812; 41 avenue de Ségur, Paris, 75007, France; http://www.escudella.fr
Pilgrim; €€€; Modern Cuisine; 48.8426266, 2.3138853; 8 rue Nicolas-Charlet, Paris, 75015, France; https://www.pilgrimparis.com/
La Traboule; €€€; ern Cuisine, Italian; 48.8725306, 2.3154205869821647; 27 rue de Penthièvre, Paris, 75008, France; https://restaurantlatraboule.fr
Le Florimond; €€; Traditional Cuisine; 48.8556914, 2.3080031; 19 avenue de La Motte-Picquet, Paris, 75007, France; https://www.leflorimond.com/
114, Faubourg; €€€€; Modern Cuisine; 48.87182675, 2.3150084014627343; Le Bristol, 114 rue du Faubourg-Saint-Honoré, Paris, 75008, France; https://www.oetkercollection.com/fr/hotels/le-bristol-paris/restaurants-et-bar/114-faubourg/
Signature Montmartre; €€; Fusion; 48.8844162, 2.3412851; 12 rue des Trois-Frères, Paris, 75018, France; https://signature-montmartre.fr/
La Scène; €€€€; Modern Cuisine; 48.8720354, 2.314504; 32 avenue Matignon, Paris, 75008, France; https://www.la-scene.paris/
L'Antre Amis; €€; Modern Cuisine; 48.8467609, 2.3101974; 9 rue Bouchut, Paris, 75015, France; https://www.lantreamis.com/
Lasserre; €€€€; Classic Cuisine; N/A, N/A; 17 avenue Franklin-D.-Roosevelt, Paris, 75008, France; https://www.restaurant-lasserre.com/fr/
Le Clarence; €€€€; Creative; N/A, N/A; 31 avenue Franklin-D.-Roosevelt, Paris, 75008, France; https://www.le-clarence.paris/la-table/
Aux Plumes; €€; Modern Cuisine; 48.832281, 2.3277372; 45 rue Boulard, Paris, 75014, France; https://www.auxplumes.com/
Néva Cuisine; €€; Modern Cuisine; 48.8801922, 2.323968; 2 rue de Berne, Paris, 75008, France; https://www.nevacuisineparis.com/
L'Assiette; €€€; Classic Cuisine; 48.8333593, 2.3240593; 181 rue du Château, Paris, 75014, France; https://restaurant-lassiette.paris/
Origines Restaurant; €€€€; Modern Cuisine; 48.8702009, 2.311241; 6 rue de Ponthieu, Paris, 75008, France; https://www.origines-restaurant.com/
Le Mermoz; €€€; Modern Cuisine; 48.8707033, 2.3115; 16 rue Jean-Mermoz, Paris, 75008, France; https://www.lemermozparis.fr/
24 - Le Restaurant; €€; Modern Cuisine; 48.871086, 2.3117876; 24 rue Jean-Mermoz, Paris, 75008, France; https://www.24lerestaurant.fr/
Kigawa; €€€; Traditional Cuisine; 48.8331436, 2.3242782; 186 rue du Château, Paris, 75014, France; https://www.kigawa.fr/
L'Ami Jean; €€€; Traditional Cuisine; 48.8603183, 2.3059915; 27 rue Malar, Paris, 75007, France; https://lamijean.fr/
Mensae; €€; Modern Cuisine; 48.8756921, 2.3857208; 23 rue Melingue, Paris, 75019, France; https://www.mensae-restaurant.com/
Kisin; €€; Japanese; 48.870224387363, 2.311009026505887; 7-9 rue de Ponthieu, Paris, 75008, France; https://udon-kisin.fr/
Ose; €€; Modern Cuisine; 48.8852149, 2.3373223; 3 rue Durantin, Paris, 75018, France; https://oseabbesses.fr/
Mandoobar; €; Korean; 48.8793904, 2.3211278; 7 rue d'Édimbourg, Paris, 75008, France; https://www.mandoobar.fr/
Milagro; €€; Modern Cuisine; 48.8549149, 2.3056238; 85 avenue Bosquet, Paris, 75007, France; https://www.milagroparis.com
Sushi Shunei; €€€€; Japanese, Sushi; 48.8850881, 2.3358119; 3 rue Audran, Paris, 75018, France; https://www.sushishunei.com/
Le Radis Beurre; €€; Traditional Cuisine; 48.846333, 2.3078319; 51 boulevard Garibaldi, Paris, 75015, France; https://www.restaurantleradisbeurre.com/
Rosemarie; €€; Traditional Cuisine; 48.8610602, 2.3056736; 149 rue de l'Université, Paris, 75007, France; http://www.rosemariebistrotparis.com
Adraba; €€€; editerranean Cuisine; 48.8852216, 2.3349185; 40 rue Véron, Paris, 75018, France; http://www.adraba-paris.com
Le Matré; €€; Modern Cuisine; 48.885266, 2.3348016; 42 rue Véron, Paris, 75018, France; http://www.lematre.com
Nosso; €€€; Modern Cuisine; 48.8317019, 2.3743879; 22 promenade Claude-Lévi-Strauss, Paris, 75013, France; https://www.nosso-restaurant.fr/
La Grande Ourse; €€; Modern Cuisine; 48.8322137, 2.3233454; 9 rue Georges-Saché, Paris, 75014, France; https://www.restaurantlagrandeourse.fr/
Quedubon; €€; Traditional Cuisine; 48.878097, 2.3843937; 22 rue du Plateau, Paris, 75019, France; https://restaurantquedubon.fr/
Le Cheval d'Or; €€; Asian; 48.8757788, 2.3873553; 21 rue de la Villette, Paris, 75019, France; https://chevaldorparis.com/
Via del Campo; €€€; Italian; 48.8561324, 2.3041092; 22 rue du Champ-de-Mars, Paris, 75007, France; https://www.via-del-campo.paris/
Des Terres; €€; Modern Cuisine; 48.8546385, 2.3974501; 82 rue Alexandre-Dumas, Paris, 75020, France; NONE
Soces; €€; Modern Cuisine; 48.8755065860046, 2.3874073147722834; 32 rue de la Villette, Paris, 75019, France; http://www.soces.fr
Pertinence; €€€€; Modern Cuisine; 48.85706, 2.3034335; 29 rue de l'Exposition, Paris, 75007, France; http://www.restaurantpertinence.com
Trente-Trois; €€€€; Modern Cuisine; N/A, N/A; Maison Villeroy, 33 rue Jean-Goujon, Paris, 75008, France; https://www.restaurant-trente-trois.com/
Mojju; €€; rean, Modern Cuisine; 48.8581564, 2.3025566; 4 rue de l'Exposition, Paris, 75007, France; http://www.mojju-restaurant.com
Lao Lane Xang 2; €; South East Asian; 48.8255864, 2.3614063; 102 avenue d'Ivry, Paris, 75013, France; NONE
Jean Imbert au Plaza Athénée; €€€€; Classic Cuisine; 48.8661751, 2.3042684; 25 avenue Montaigne, Paris, 75008, France; https://www.dorchestercollection.com/fr/paris/hotel-plaza-athenee/
L'Arôme; €€€€; Modern Cuisine; 48.8731735, 2.308816; 3 rue Saint-Philippe-du-Roule, Paris, 75008, France; http://www.larome-paris.com
Bistrot Marloe; €€; Modern Cuisine; 48.8727501, 2.3084418; 12 rue du Commandant-Rivière, Paris, 75008, France; https://www.marloe.fr/
Le Relais Plaza; €€€; Classic Cuisine; 48.8661751, 2.3042684; 25 avenue Montaigne, Paris, 75008, France; https://www.dorchestercollection.com/fr/paris/hotel-plaza-athenee/
Le Violon d'Ingres; €€€€; ine, Classic Cuisine; 48.8582039, 2.3018386; 135 rue Saint-Dominique, Paris, 75007, France; http://www.leviolondingres.paris
Bistrot des Fables; €€; Traditional Cuisine; 48.8580951, 2.301575; 139 rue Saint-Dominique, Paris, 75007, France; http://www.bistrotdesfables.fr
Chantoiseau; €€€; Modern Cuisine; 48.8877923, 2.3347096; 63 rue Lepic, Paris, 75018, France; https://www.chantoiseau-paris.fr/
Jupi; €€; Modern Cuisine; 48.8844255, 2.3242819; 25 rue des Dames, Paris, 75017, France; http://www.jupi-paris.fr
Table Penja; €€€; Modern Cuisine; 48.85919925, 2.3013130053788586; 2 rue Sédillot, Paris, 75007, France; https://tablepenja.paris
Mova; €€; Traditional Cuisine; 48.8841453, 2.3232369; 39 rue des Dames, Paris, 75017, France; https://www.mova-paris.fr/
Arnaud Nicolas; €€; Modern Cuisine; 48.8569409, 2.3010006; 46 avenue de la Bourdonnais, Paris, 75007, France; https://arnaudnicolas.paris/
Anona; €€€€; Modern Cuisine; 48.8819442, 2.318691; 80 boulevard des Batignolles, Paris, 75017, France; https://www.anona.fr/
Dandelion; €€; Modern Cuisine; 48.8545568, 2.4006858; 46 rue des Vignoles, Paris, 75020, France; http://www.restaurantdandelion.com
Apicius; €€€€; Modern Cuisine; 48.8733394, 2.307241; 20 rue d'Artois, Paris, 75008, France; https://restaurant-apicius.com/
a.lea; €€; isine, Farm to table; 48.8893363, 2.3413682; 39 rue Lamarck, Paris, 75018, France; https://www.alearestaurant.com/
Sancerre Rive Gauche; €€€; Modern Cuisine; 48.859239, 2.3004093; 22 avenue Rapp, Paris, 75007, France; https://www.sancerrerivegauche.com/
L'Envolée - La Demeure Montaigne; €€€€; Modern Cuisine; 48.8677851, 2.3032087; 18 rue Clément-Marot, Paris, 75008, France; http://www.lademeuremontaigne.com
Okuda; €€€€; Japanese; 48.8669757, 2.3027092; 7 rue de la Trémoille, Paris, 75008, France; https://www.okuda.fr/
Marius et Janette; €€€€; Seafood; 48.8652661, 2.3017086; 4 avenue George-V, Paris, 75008, France; https://mariusetjanette-paris.com/
Bistrotters; €€; Modern Cuisine; 48.8328233, 2.3148509; 9 rue Decrès, Paris, 75014, France; https://www.bistrotters.com/
Shirvan Café Métisse; €€€; Modern Cuisine; 48.8649797, 2.3011125; 5 place de l'Alma, Paris, 75008, France; https://www.shirvancafemetisse.fr/
Gare au Gorille; €€; Modern Cuisine; 48.8835218, 2.3198858; 68 rue des Dames, Paris, 75017, France; https://gareaugorille.fr/fr
Mokko; €€; Modern Cuisine; 48.8900555, 2.3422825; 3 rue Francœur, Paris, 75018, France; https://mokko-restaurant.com
L'Attilio; €€€€; ern Cuisine, Italian; 48.8744041, 2.3070523; 184 rue du Faubourg-Saint-Honoré, Paris, 75008, France; https://lattilio.com/
Au Bon Accueil; €€€; Modern Cuisine; 48.8597074, 2.2992208; 14 rue de Monttessuy, Paris, 75007, France; https://www.aubonaccueilparis.com
Le Bistrot du Maquis; €€; Traditional Cuisine; 48.8896145, 2.3363907; 69 rue Caulaincourt, Paris, 75018, France; https://www.bistrotdumaquis.com/
Les Ombres; €€€€; Modern Cuisine; 48.8583409153848, 2.2920857075476984; 27 quai Jacques-Chirac, Paris, 75007, France; http://www.lesombres-restaurant.com
Il Ristorante - Niko Romito; €€€€; Italian; N/A, N/A; Hôtel Bulgari, 30 avenue George-V, Paris, 75008, France; https://www.bulgarihotels.com/fr_FR/paris/dining/il-ristorante-niko-romito
20 Eiffel; €€; sine, Modern Cuisine; 48.8594682, 2.298537; 20 rue de Monttessuy, Paris, 75007, France; https://www.restaurant20eiffel.com
Fana; €€; Modern Cuisine; 48.8916272, 2.3460591; 14 rue Ferdinand-Flocon, Paris, 75018, France; http://www.fanabistro.fr
L'Orangerie; €€€€; Modern Cuisine; 48.868784, 2.3006774; Four Seasons George V, 31 avenue George-V, Paris, 75008, France; https://www.fourseasons.com/fr/paris/dining/restaurants/l-orangerie/
Le Cinq; €€€€; Modern Cuisine; 48.868784, 2.3006774; Four Seasons Hotel George V, 31 avenue George-V, Paris, 75008, France; https://www.fourseasons.com
Le George; €€€€; Italian; 48.868784, 2.3006774; Four Seasons George V, 31 avenue George-V, Paris, 75008, France; https://www.fourseasons.com/fr/paris/dining/restaurants/le_george/
Akira Back Paris; €€€€; Japanese, Fusion; N/A, N/A; Prince de Galles, 33 avenue George-V, Paris, 75008, France; https://www.akirabackparis.com/fr/
19.20 by Norbert Tarayre; €€; Traditional Cuisine; N/A, N/A; Prince de Galles, 33 avenue George-V, Paris, 75008, France; https://www.19-20paris.fr/
Le 39V; €€€; Modern Cuisine; 48.8698805, 2.3007386; 39 avenue George-V, Paris, 75008, France; https://www.le39v.com/
L'Esquisse; €€; Modern Cuisine; 48.8912596, 2.3384822; 151 bis rue Marcadet, Paris, 75018, France; http://www.esquisse-paris18.fr
Pho Tai; €; Vietnamese; 48.8221264, 2.3613884; 13 rue Philibert-Lucot, Paris, 75013, France; NONE
Etsi; €€; Greek; 48.8903545, 2.3330087; 23 rue Eugène-Carrière, Paris, 75018, France; https://www.etsi-paris.fr/
L'Hommage; €€; Modern Cuisine; 48.8223334, 2.3630991; 36 avenue de Choisy, Paris, 75013, France; https://www.lhommageparis.com/
Chakaiseki Akiyoshi; €€€€; Japanese; 48.8469863, 2.298833; 59 rue Letellier, Paris, 75015, France; https://chakaiseki-akiyoshi.fr
Galanga; €€€€; Modern Cuisine; N/A, N/A; Hôtel Monsieur George, 17 rue Washington, Paris, 75008, France; https://www.monsieurgeorge.com/Restaurant-Gastronomique-Galanga-par-Monsieur-George-Champs-Elysees
Helen; €€€€; Seafood; 48.8750986, 2.304069; 3 rue Berryer, Paris, 75008, France; https://www.helenrestaurant.com/
Impérial Choisy; €€; Chinese; 48.8222309, 2.3631801; 32 avenue de Choisy, Paris, 75013, France; http://www.imperialchoisy.fr
